"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2024","27,800.0","28,000.0","28,000.0","27,550.0","10.19M","-0.71%"
"02/29/2024","28,000.0","28,100.0","28,250.0","27,700.0","9.95M","0.00%"
"02/28/2024","28,000.0","27,650.0","28,000.0","27,550.0","10.46M","1.45%"
"02/27/2024","27,600.0","27,700.0","27,700.0","27,350.0","12.05M","0.36%"
"02/26/2024","27,500.0","27,300.0","27,700.0","27,100.0","9.79M","0.00%"
"02/23/2024","27,500.0","27,700.0","28,400.0","27,300.0","25.98M","-0.54%"
"02/22/2024","27,650.0","27,700.0","27,750.0","27,500.0","7.40M","-0.18%"
"02/21/2024","27,700.0","27,500.0","27,900.0","27,400.0","10.25M","0.54%"
"02/20/2024","27,550.0","27,500.0","27,750.0","27,350.0","7.32M","-0.54%"
"02/19/2024","27,700.0","27,700.0","27,700.0","27,200.0","11.86M","0.36%"
"02/16/2024","27,600.0","27,500.0","27,600.0","27,300.0","9.50M","1.47%"
"02/15/2024","27,200.0","28,050.0","28,400.0","27,200.0","14.24M","-2.86%"
"02/07/2024","28,000.0","27,850.0","28,200.0","27,850.0","11.89M","0.54%"
"02/06/2024","27,850.0","27,850.0","27,900.0","27,650.0","5.45M","0.18%"
"02/05/2024","27,800.0","26,250.0","28,000.0","26,150.0","28.12M","5.90%"
"02/02/2024","26,250.0","25,950.0","26,300.0","25,850.0","14.53M","0.96%"
"02/01/2024","26,000.0","25,700.0","26,100.0","25,700.0","6.28M","0.97%"
"01/31/2024","25,750.0","26,100.0","26,100.0","25,550.0","12.16M","-0.77%"
"01/30/2024","25,950.0","26,050.0","26,200.0","25,900.0","6.38M","0.00%"
"01/29/2024","25,950.0","26,500.0","26,500.0","25,950.0","9.28M","-1.33%"
"01/26/2024","26,300.0","25,850.0","26,400.0","25,850.0","6.86M","1.94%"
"01/25/2024","25,800.0","25,850.0","25,900.0","25,600.0","5.09M","0.00%"
"01/24/2024","25,800.0","26,050.0","26,100.0","25,700.0","11.34M","-0.96%"
"01/23/2024","26,050.0","26,250.0","26,450.0","26,050.0","11.73M","-0.95%"
"01/22/2024","26,300.0","26,200.0","26,300.0","25,800.0","12.00M","1.35%"
"01/19/2024","25,950.0","25,800.0","25,950.0","25,650.0","12.77M","1.37%"
"01/18/2024","25,600.0","25,450.0","25,750.0","25,350.0","9.61M","0.79%"
"01/17/2024","25,400.0","25,450.0","25,800.0","25,350.0","9.71M","0.00%"
"01/16/2024","25,400.0","25,400.0","25,550.0","25,050.0","12.38M","0.40%"
"01/15/2024","25,300.0","26,000.0","26,000.0","25,300.0","11.72M","-1.94%"
"01/12/2024","25,800.0","25,150.0","26,200.0","25,050.0","25.56M","2.18%"
"01/11/2024","25,250.0","25,400.0","25,750.0","25,150.0","9.93M","0.00%"
"01/10/2024","25,250.0","25,200.0","25,500.0","25,000.0","17.60M","1.00%"
"01/09/2024","25,000.0","25,250.0","25,350.0","24,950.0","15.45M","-1.38%"
"01/08/2024","25,350.0","25,700.0","25,750.0","25,200.0","12.39M","-0.39%"
"01/05/2024","25,450.0","25,300.0","25,450.0","25,050.0","9.27M","0.59%"
"01/04/2024","25,300.0","25,200.0","25,650.0","25,100.0","23.59M","1.20%"
"01/03/2024","25,000.0","24,500.0","25,000.0","24,250.0","9.80M","2.25%"
"01/02/2024","24,450.0","23,950.0","24,750.0","23,950.0","13.88M","2.30%"
"12/29/2023","23,900.0","23,900.0","24,100.0","23,800.0","9.20M","0.63%"
"12/28/2023","23,750.0","23,300.0","23,950.0","23,300.0","10.51M","1.93%"
"12/27/2023","23,300.0","23,200.0","23,400.0","23,200.0","4.87M","0.22%"
"12/26/2023","23,250.0","23,400.0","23,400.0","23,250.0","5.73M","-0.43%"
"12/25/2023","23,350.0","23,250.0","23,450.0","23,200.0","7.58M","0.65%"
"12/22/2023","23,200.0","23,200.0","23,300.0","23,200.0","4.51M","-0.22%"
"12/21/2023","23,250.0","23,200.0","23,250.0","23,050.0","7.08M","0.22%"
"12/20/2023","23,200.0","23,050.0","23,250.0","23,050.0","8.86M","0.65%"
"12/19/2023","23,050.0","22,800.0","23,100.0","22,800.0","11.47M","1.10%"
"12/18/2023","22,800.0","22,700.0","22,800.0","22,650.0","6.39M","0.22%"
"12/15/2023","22,750.0","22,600.0","22,850.0","22,550.0","6.19M","1.11%"
"12/14/2023","22,500.0","22,400.0","22,750.0","22,300.0","6.95M","0.90%"
"12/13/2023","22,300.0","22,500.0","22,550.0","22,300.0","3.93M","-0.89%"
"12/12/2023","22,500.0","22,450.0","22,500.0","22,300.0","3.23M","0.45%"
"12/11/2023","22,400.0","22,450.0","22,500.0","22,250.0","2.27M","0.00%"
"12/08/2023","22,400.0","22,400.0","22,550.0","22,300.0","3.81M","0.00%"
"12/07/2023","22,400.0","22,300.0","22,500.0","22,200.0","7.24M","0.45%"
"12/06/2023","22,300.0","22,150.0","22,300.0","22,000.0","2.79M","0.68%"
"12/05/2023","22,150.0","22,300.0","22,450.0","22,050.0","3.56M","-0.67%"
"12/04/2023","22,300.0","22,050.0","22,450.0","22,000.0","9.04M","1.59%"
"12/01/2023","21,950.0","22,150.0","22,150.0","21,750.0","5.73M","0.00%"
"11/30/2023","21,950.0","22,050.0","22,300.0","21,950.0","5.24M","-0.45%"
"11/29/2023","22,050.0","22,000.0","22,350.0","22,000.0","4.83M","0.68%"
"11/28/2023","21,900.0","21,900.0","22,100.0","21,700.0","4.19M","0.23%"
"11/27/2023","21,850.0","22,050.0","22,100.0","21,850.0","3.26M","-0.91%"
"11/24/2023","22,050.0","22,300.0","22,300.0","21,800.0","7.90M","-0.68%"
"11/23/2023","22,200.0","22,700.0","22,750.0","22,200.0","5.18M","-2.20%"
"11/22/2023","22,700.0","22,500.0","22,750.0","22,350.0","4.39M","0.44%"
"11/21/2023","22,600.0","22,650.0","22,800.0","22,500.0","3.71M","0.44%"
"11/20/2023","22,500.0","22,400.0","22,950.0","22,150.0","10.21M","-0.88%"
"11/17/2023","22,700.0","23,400.0","23,400.0","22,550.0","12.35M","-2.58%"
"11/16/2023","23,300.0","23,250.0","23,400.0","23,100.0","8.08M","0.22%"
"11/15/2023","23,250.0","23,000.0","23,500.0","22,950.0","32.33M","2.42%"
"11/14/2023","22,700.0","22,450.0","22,900.0","22,450.0","10.30M","1.11%"
"11/13/2023","22,450.0","22,450.0","22,600.0","22,200.0","3.42M","0.22%"
"11/10/2023","22,400.0","22,400.0","22,600.0","22,250.0","5.05M","-0.67%"
"11/09/2023","22,550.0","22,900.0","22,900.0","22,550.0","4.76M","-1.10%"
"11/08/2023","22,800.0","22,100.0","22,900.0","22,050.0","7.91M","3.17%"
"11/07/2023","22,100.0","22,100.0","22,250.0","22,100.0","2.33M","-0.45%"
"11/06/2023","22,200.0","22,200.0","22,350.0","22,100.0","3.79M","0.68%"
"11/03/2023","22,050.0","22,300.0","22,400.0","22,050.0","4.89M","-1.12%"
"11/02/2023","22,300.0","21,750.0","22,300.0","21,600.0","5.15M","3.24%"
"11/01/2023","21,600.0","21,400.0","21,650.0","21,350.0","4.83M","0.93%"
"10/31/2023","21,400.0","21,350.0","21,550.0","21,250.0","3.49M","0.47%"
"10/30/2023","21,300.0","21,600.0","21,650.0","21,300.0","3.86M","-1.16%"
"10/27/2023","21,550.0","21,450.0","21,700.0","21,200.0","3.18M","2.13%"
"10/26/2023","21,100.0","21,750.0","21,750.0","20,950.0","12.59M","-3.65%"
"10/25/2023","21,900.0","22,200.0","22,250.0","21,900.0","2.49M","0.00%"
"10/24/2023","21,900.0","21,950.0","22,100.0","21,800.0","2.55M","0.46%"
"10/23/2023","21,800.0","22,100.0","22,100.0","21,700.0","2.40M","-0.46%"
"10/20/2023","21,900.0","21,800.0","22,100.0","21,800.0","3.67M","0.46%"
"10/19/2023","21,800.0","22,050.0","22,150.0","21,800.0","6.21M","-1.13%"
"10/18/2023","22,050.0","22,450.0","22,450.0","22,050.0","6.21M","-1.78%"
"10/17/2023","22,450.0","22,600.0","22,650.0","22,450.0","3.66M","-0.66%"
"10/16/2023","22,600.0","22,550.0","22,700.0","22,400.0","4.22M","-0.22%"
"10/13/2023","22,650.0","22,600.0","22,700.0","22,500.0","4.69M","-0.22%"
"10/12/2023","22,700.0","22,700.0","22,900.0","22,500.0","5.63M","0.00%"
"10/11/2023","22,700.0","22,800.0","22,800.0","22,550.0","2.84M","-0.44%"
"10/10/2023","22,800.0","22,500.0","22,850.0","22,500.0","6.54M","1.33%"
"10/09/2023","22,500.0","21,700.0","22,550.0","21,700.0","8.98M","3.21%"
"10/06/2023","21,800.0","21,600.0","21,900.0","21,550.0","2.44M","0.93%"
"10/05/2023","21,600.0","21,750.0","21,950.0","21,600.0","3.35M","0.00%"
"10/04/2023","21,600.0","21,550.0","21,700.0","21,500.0","3.18M","0.00%"
"10/03/2023","21,600.0","21,800.0","21,900.0","21,600.0","5.51M","-1.37%"
"10/02/2023","21,900.0","21,800.0","21,950.0","21,700.0","3.81M","0.23%"
"09/29/2023","21,850.0","21,800.0","22,050.0","21,800.0","2.34M","0.46%"
"09/28/2023","21,750.0","21,850.0","22,000.0","21,700.0","4.99M","-1.14%"
"09/27/2023","22,000.0","21,900.0","22,000.0","21,750.0","5.69M","0.46%"
"09/26/2023","21,900.0","22,050.0","22,250.0","21,850.0","9.40M","-0.45%"
"09/25/2023","22,000.0","22,300.0","22,350.0","22,000.0","7.62M","-1.35%"
"09/22/2023","22,300.0","22,200.0","22,500.0","22,100.0","9.79M","-0.45%"
"09/21/2023","22,400.0","22,400.0","22,550.0","22,350.0","5.43M","-0.22%"
"09/20/2023","22,450.0","22,300.0","22,550.0","22,250.0","5.29M","0.67%"
"09/19/2023","22,300.0","22,450.0","22,600.0","22,250.0","8.08M","-0.67%"
"09/18/2023","22,450.0","22,600.0","22,650.0","22,300.0","4.36M","-0.88%"
"09/15/2023","22,650.0","22,600.0","22,750.0","22,450.0","5.25M","0.89%"
"09/14/2023","22,450.0","22,500.0","22,800.0","22,400.0","6.19M","-0.44%"
"09/13/2023","22,550.0","22,750.0","22,800.0","22,450.0","6.94M","-0.88%"
"09/12/2023","22,750.0","22,350.0","22,750.0","22,200.0","6.68M","1.79%"
"09/11/2023","22,350.0","22,800.0","22,900.0","22,250.0","10.54M","-1.76%"
"09/08/2023","22,750.0","22,900.0","22,950.0","22,700.0","5.53M","-0.66%"
"09/07/2023","22,900.0","23,000.0","23,150.0","22,750.0","9.85M","-0.22%"
"09/06/2023","22,950.0","22,750.0","22,950.0","22,600.0","4.78M","0.88%"
"09/05/2023","22,750.0","22,700.0","23,050.0","22,650.0","7.63M","0.66%"
"08/31/2023","22,600.0","22,450.0","22,600.0","22,450.0","7.21M","0.67%"
"08/30/2023","22,450.0","22,050.0","22,500.0","22,050.0","7.22M","1.81%"
"08/29/2023","22,050.0","22,050.0","22,200.0","21,950.0","5.77M","0.00%"
"08/28/2023","22,050.0","22,000.0","22,100.0","21,950.0","5.16M","0.46%"
"08/25/2023","21,950.0","22,000.0","22,050.0","21,850.0","5.38M","-0.45%"
"08/24/2023","22,050.0","21,850.0","22,250.0","21,850.0","5.31M","0.92%"
"08/23/2023","21,850.0","22,200.0","22,300.0","21,850.0","5.54M","-0.91%"
"08/22/2023","22,050.0","22,100.0","22,150.0","21,600.0","9.07M","0.23%"
"08/21/2023","22,000.0","21,850.0","22,200.0","21,850.0","7.97M","0.46%"
"08/18/2023","21,900.0","22,700.0","22,700.0","22,000.0","18.51M","-3.52%"
"08/17/2023","22,700.0","22,950.0","23,000.0","22,700.0","10.12M","-0.87%"
"08/16/2023","22,900.0","22,850.0","23,050.0","22,800.0","8.40M","0.22%"
"08/15/2023","22,850.0","23,150.0","23,250.0","22,850.0","6.46M","-0.87%"
"08/14/2023","23,050.0","22,900.0","23,050.0","22,800.0","10.44M","0.66%"
"08/11/2023","22,900.0","22,950.0","23,000.0","22,600.0","9.16M","0.00%"
"08/10/2023","22,900.0","23,250.0","23,350.0","22,900.0","12.69M","-1.29%"
"08/09/2023","23,200.0","23,400.0","23,600.0","23,150.0","15.56M","-0.85%"
"08/08/2023","23,400.0","23,800.0","23,900.0","23,300.0","15.27M","-1.47%"
"08/07/2023","23,750.0","23,950.0","24,050.0","23,600.0","28.09M","-2.66%"
"08/04/2023","24,400.0","23,600.0","24,400.0","23,250.0","18.67M","4.05%"
"08/03/2023","23,450.0","23,050.0","23,500.0","23,000.0","17.01M","1.52%"
"08/02/2023","23,100.0","22,800.0","23,150.0","22,800.0","12.41M","1.09%"
"08/01/2023","22,850.0","23,250.0","23,250.0","22,750.0","13.71M","-0.44%"
"07/31/2023","22,950.0","22,500.0","22,950.0","22,450.0","19.21M","3.38%"
"07/28/2023","22,200.0","22,200.0","22,400.0","22,050.0","8.61M","0.23%"
"07/27/2023","22,150.0","22,300.0","22,350.0","22,050.0","7.21M","-0.67%"
"07/26/2023","22,300.0","22,300.0","22,450.0","22,200.0","5.97M","0.00%"
"07/25/2023","22,300.0","22,000.0","22,500.0","22,000.0","13.70M","1.13%"
"07/24/2023","22,050.0","22,100.0","22,200.0","21,950.0","6.76M","-0.23%"
"07/21/2023","22,100.0","22,000.0","22,100.0","21,900.0","6.68M","0.45%"
"07/20/2023","22,000.0","22,000.0","22,050.0","21,900.0","6.28M","0.00%"
"07/19/2023","22,000.0","22,000.0","22,150.0","21,950.0","9.55M","0.00%"
"07/18/2023","22,000.0","21,900.0","22,000.0","21,850.0","6.78M","0.00%"
"07/17/2023","22,000.0","22,050.0","22,050.0","21,900.0","6.53M","0.00%"
"07/14/2023","22,000.0","22,050.0","22,100.0","21,800.0","6.90M","0.00%"
"07/13/2023","22,000.0","22,000.0","22,000.0","21,800.0","6.74M","0.69%"
"07/12/2023","21,850.0","22,200.0","22,200.0","21,800.0","5.19M","-0.68%"
"07/11/2023","22,000.0","22,300.0","22,300.0","21,950.0","8.85M","0.23%"
"07/10/2023","21,950.0","21,750.0","22,100.0","21,700.0","9.03M","1.15%"
"07/07/2023","21,700.0","21,700.0","21,750.0","21,500.0","7.14M","0.00%"
"07/06/2023","21,700.0","21,950.0","22,000.0","21,650.0","6.42M","-1.14%"
"07/05/2023","21,950.0","22,000.0","22,100.0","21,950.0","8.12M","-0.23%"
"07/04/2023","22,000.0","21,950.0","22,050.0","21,900.0","4.35M","-0.23%"
"07/03/2023","22,050.0","22,050.0","22,100.0","21,950.0","4.03M","0.00%"
"06/30/2023","22,050.0","21,900.0","22,050.0","21,800.0","5.12M","0.68%"
"06/29/2023","21,900.0","22,300.0","22,400.0","21,900.0","8.15M","-1.79%"
"06/28/2023","22,300.0","22,200.0","22,400.0","22,100.0","8.23M","0.45%"
"06/27/2023","22,200.0","22,550.0","22,550.0","22,200.0","5.62M","-0.22%"
"06/26/2023","22,250.0","22,200.0","22,500.0","22,000.0","11.78M","1.60%"
"06/23/2023","21,900.0","21,700.0","21,900.0","21,600.0","11.43M","1.15%"
"06/22/2023","21,650.0","21,750.0","21,900.0","21,650.0","7.97M","-0.23%"
"06/21/2023","21,700.0","21,600.0","21,700.0","21,550.0","5.48M","0.23%"
"06/20/2023","21,650.0","21,650.0","21,700.0","21,500.0","5.64M","0.00%"
"06/19/2023","21,650.0","21,800.0","21,850.0","21,600.0","4.66M","-0.69%"
"06/16/2023","21,800.0","21,700.0","22,100.0","21,600.0","14.41M","0.46%"
"06/15/2023","21,700.0","21,650.0","21,700.0","21,550.0","5.41M","0.23%"
"06/14/2023","21,650.0","21,650.0","21,900.0","21,600.0","8.03M","0.23%"
"06/13/2023","21,600.0","21,500.0","21,600.0","21,400.0","7.97M","0.70%"
"06/12/2023","21,450.0","21,650.0","21,650.0","21,350.0","4.29M","-0.46%"
"06/09/2023","21,550.0","21,650.0","21,650.0","21,300.0","7.46M","-0.23%"
"06/08/2023","21,600.0","21,800.0","21,900.0","21,600.0","9.68M","-1.14%"
"06/07/2023","21,850.0","21,800.0","22,000.0","21,800.0","9.18M","0.23%"
"06/06/2023","21,800.0","21,800.0","21,850.0","21,700.0","9.94M","0.23%"
"06/05/2023","21,750.0","22,000.0","22,150.0","21,650.0","13.84M","-0.23%"
"06/02/2023","21,800.0","21,500.0","22,100.0","21,450.0","15.03M","1.87%"
"06/01/2023","21,400.0","21,500.0","21,750.0","21,250.0","12.76M","-15.75%"
"05/31/2023","25,400.0","25,200.0","25,400.0","25,000.0","29.15M","0.79%"
"05/30/2023","25,200.0","25,300.0","25,300.0","25,000.0","22.60M","0.20%"
"05/29/2023","25,150.0","25,100.0","25,300.0","25,000.0","16.57M","0.60%"
"05/26/2023","25,000.0","25,200.0","25,200.0","24,950.0","8.56M","-0.40%"
"05/25/2023","25,100.0","25,200.0","25,200.0","24,900.0","8.79M","-0.20%"
"05/24/2023","25,150.0","25,500.0","25,500.0","24,950.0","11.05M","-0.79%"
"05/23/2023","25,350.0","25,200.0","25,600.0","25,000.0","21.72M","1.20%"
"05/22/2023","25,050.0","25,000.0","25,050.0","24,900.0","4.58M","0.40%"
"05/19/2023","24,950.0","25,050.0","25,050.0","24,750.0","4.01M","-0.20%"
"05/18/2023","25,000.0","24,900.0","25,100.0","24,850.0","3.35M","0.40%"
"05/17/2023","24,900.0","25,000.0","25,150.0","24,850.0","3.45M","-0.40%"
"05/16/2023","25,000.0","25,000.0","25,050.0","24,900.0","1.46M","0.00%"
"05/15/2023","25,000.0","25,200.0","25,300.0","24,950.0","6.38M","0.00%"
"05/12/2023","25,000.0","25,000.0","25,050.0","24,800.0","2.35M","0.40%"
"05/11/2023","24,900.0","25,000.0","25,100.0","24,800.0","2.55M","0.00%"
"05/10/2023","24,900.0","24,900.0","24,950.0","24,800.0","1.96M","0.00%"
"05/09/2023","24,900.0","25,000.0","25,050.0","24,800.0","3.11M","-0.20%"
"05/08/2023","24,950.0","24,650.0","25,000.0","24,600.0","2.30M","1.22%"
"05/05/2023","24,650.0","24,500.0","24,750.0","24,500.0","2.62M","-0.20%"
"05/04/2023","24,700.0","24,300.0","24,750.0","24,300.0","4.30M","2.07%"
"04/28/2023","24,200.0","24,200.0","24,400.0","24,150.0","9.77M","0.21%"
"04/27/2023","24,150.0","24,200.0","24,450.0","24,100.0","2.18M","0.00%"
"04/26/2023","24,150.0","24,150.0","24,200.0","23,950.0","3.86M","0.00%"
"04/25/2023","24,150.0","24,300.0","24,450.0","24,100.0","6.17M","-0.21%"
"04/24/2023","24,200.0","24,300.0","24,450.0","24,100.0","2.27M","-0.21%"
"04/21/2023","24,250.0","24,300.0","24,400.0","24,250.0","2.47M","0.00%"
"04/20/2023","24,250.0","24,500.0","24,550.0","24,200.0","2.47M","-0.61%"
"04/19/2023","24,400.0","24,800.0","24,800.0","24,400.0","4.60M","-1.41%"
"04/18/2023","24,750.0","25,000.0","25,000.0","24,750.0","2.10M","-1.00%"
"04/17/2023","25,000.0","24,950.0","25,000.0","24,800.0","1.65M","0.20%"
"04/14/2023","24,950.0","25,050.0","25,100.0","24,850.0","5.02M","0.00%"
"04/13/2023","24,950.0","24,950.0","25,050.0","24,850.0","2.52M","0.40%"
"04/12/2023","24,850.0","25,000.0","25,050.0","24,800.0","3.22M","-0.40%"
"04/11/2023","24,950.0","24,900.0","25,050.0","24,700.0","1.60M","-0.20%"
"04/10/2023","25,000.0","25,100.0","25,150.0","24,850.0","3.64M","-0.20%"
"04/07/2023","25,050.0","24,950.0","25,100.0","24,900.0","3.14M","0.60%"
"04/06/2023","24,900.0","25,400.0","25,450.0","24,900.0","4.33M","-1.58%"
"04/05/2023","25,300.0","25,100.0","25,300.0","25,050.0","3.32M","0.60%"
"04/04/2023","25,150.0","25,250.0","25,350.0","25,050.0","7.19M","-0.40%"
"04/03/2023","25,250.0","25,250.0","25,400.0","25,000.0","9.97M","1.00%"
"03/31/2023","25,000.0","24,700.0","25,250.0","24,650.0","5.88M","1.63%"
"03/30/2023","24,600.0","24,600.0","24,700.0","24,550.0","2.12M","0.82%"
"03/29/2023","24,400.0","24,500.0","24,600.0","24,350.0","15.18M","-0.20%"
"03/28/2023","24,450.0","24,650.0","24,800.0","24,450.0","8.29M","0.00%"
"03/27/2023","24,450.0","24,600.0","24,750.0","24,350.0","2.46M","-0.41%"
"03/24/2023","24,550.0","24,600.0","24,850.0","24,500.0","1.68M","0.20%"
"03/23/2023","24,500.0","24,100.0","24,600.0","23,950.0","7.08M","1.45%"
"03/22/2023","24,150.0","24,350.0","24,350.0","24,050.0","1.86M","-0.21%"
"03/21/2023","24,200.0","24,400.0","24,400.0","23,850.0","1.49M","0.83%"
"03/20/2023","24,000.0","24,200.0","24,350.0","24,000.0","2.46M","-1.44%"
"03/17/2023","24,350.0","24,550.0","24,650.0","24,350.0","1.25M","-0.20%"
"03/16/2023","24,400.0","24,500.0","24,750.0","24,150.0","2.50M","-1.61%"
"03/15/2023","24,800.0","24,600.0","24,800.0","24,450.0","1.96M","3.12%"
"03/14/2023","24,050.0","24,550.0","24,700.0","23,950.0","6.77M","-1.84%"
"03/13/2023","24,500.0","24,750.0","24,950.0","24,350.0","4.02M","-1.61%"
"03/10/2023","24,900.0","25,050.0","25,200.0","24,750.0","2.42M","-1.78%"
"03/09/2023","25,350.0","25,000.0","25,450.0","24,900.0","3.74M","1.40%"
"03/08/2023","25,000.0","24,250.0","25,000.0","24,250.0","2.78M","2.04%"
"03/07/2023","24,500.0","24,750.0","25,000.0","24,300.0","4.64M","0.82%"
